Loan_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area
LP002111,Female,No,0,Graduate,Yes,1045.0,0.0,155.0,291.0,1.0,Urban
LP002360,Female,Yes,1,Graduate,No,8835.0,3892.0,183.0,231.0,1.0,Urban
LP001584,Female,No,0,Not Graduate,No,554.0,1620.0,227.0,406.0,1.0,Rural
LP001546,Male,Yes,1,Not Graduate,Yes,3617.0,4587.0,156.0,362.0,0.0,Rural
LP002858,Male,No,2,Not Graduate,No,7428.0,916.0,190.0,318.0,1.0,Rural
LP002869,Female,Yes,3+,Graduate,Yes,3741.0,6337.0,283.0,456.0,1.0,Rural
LP001050,Female,Yes,3+,Not Graduate,No,1976.0,3053.0,217.0,323.0,2.0,Urban
LP002300,Female,Yes,1,Graduate,No,0.0,0.0,159.0,381.0,1.0,Rural
LP002062,Female,No,2,Not Graduate,Yes,13434.0,4669.0,155.0,278.0,1.0,Urban
LP002659,Male,Yes,3+,Graduate,Yes,14498.0,0.0,78.0,199.0,1.0,Semiurban
LP001611,Female,No,2,Graduate,Yes,7055.0,0.0,92.0,382.0,1.0,Urban
LP002178,Female,Yes,1,Not Graduate,No,3858.0,5106.0,135.0,380.0,0.0,Semiurban
LP002229,Female,Yes,1,Graduate,Yes,4171.0,2514.0,115.0,467.0,1.0,Rural
LP002720,Male,Yes,0,Graduate,No,9919.0,1799.0,288.0,269.0,1.0,Semiurban
LP002867,Male,Yes,3+,Not Graduate,Yes,11056.0,232.0,171.0,233.0,1.0,Rural
LP001529,Female,Yes,3+,Graduate,No,2104.0,3863.0,165.0,302.0,1.0,Urban
LP002813,Female,No,0,Graduate,Yes,11300.0,863.0,233.0,378.0,1.0,Urban
LP001386,Female,No,1,Graduate,Yes,8683.0,2150.0,157.0,200.0,2.0,Rural
LP002826,Female,No,1,Not Graduate,No,11201.0,0.0,121.0,347.0,1.0,Urban
LP002964,Female,Yes,1,Not Graduate,No,0.0,1445.0,163.0,312.0,0.0,Semiurban
LP001031,Male,Yes,1,Not Graduate,Yes,2792.0,2078.0,174.0,316.0,2.0,Semiurban
LP002347,Male,No,2,Not Graduate,No,4195.0,3055.0,251.0,285.0,1.0,Semiurban
LP001825,Male,Yes,3+,Not Graduate,Yes,2509.0,2520.0,37.0,414.0,0.0,Rural
LP001404,Female,Yes,3+,Not Graduate,No,16099.0,695.0,85.0,238.0,1.0,Semiurban
LP002385,Male,Yes,1,Not Graduate,No,2846.0,2376.0,137.0,404.0,1.0,Semiurban
LP002640,Male,No,1,Not Graduate,Yes,7847.0,4268.0,215.0,374.0,1.0,Semiurban
LP001660,Male,No,1,Graduate,Yes,6050.0,0.0,203.0,311.0,1.0,Semiurban
LP002874,Female,No,3+,Graduate,No,3527.0,1152.0,151.0,443.0,1.0,Semiurban
LP002103,Female,No,3+,Graduate,No,1144.0,2169.0,221.0,219.0,1.0,Semiurban
LP002342,Male,No,1,Graduate,No,16888.0,0.0,90.0,407.0,1.0,Rural
LP002774,Female,Yes,2,Not Graduate,No,3916.0,4130.0,288.0,271.0,1.0,Semiurban
LP001881,Male,Yes,0,Graduate,Yes,10166.0,3232.0,78.0,312.0,1.0,Rural
LP001947,Male,Yes,0,Graduate,Yes,5125.0,4316.0,10.0,362.0,1.0,Rural
LP002791,Male,Yes,0,Graduate,No,2567.0,7474.0,189.0,410.0,1.0,Rural
LP001785,Male,No,3+,Graduate,Yes,5797.0,2499.0,32.0,280.0,1.0,Semiurban
LP002194,Female,No,3+,Graduate,No,6935.0,832.0,103.0,379.0,1.0,Semiurban
LP001640,Female,Yes,0,Not Graduate,No,2505.0,4154.0,131.0,314.0,1.0,Rural
LP001813,Female,No,0,Not Graduate,No,825.0,3.0,175.0,287.0,1.0,Rural
LP001128,Female,Yes,2,Graduate,Yes,7892.0,2864.0,221.0,235.0,1.0,Semiurban
LP001882,Male,Yes,3+,Graduate,No,5843.0,4421.0,38.0,317.0,1.0,Urban
LP001174,Female,Yes,3+,Graduate,Yes,1466.0,3864.0,55.0,259.0,1.0,Urban
LP001786,Male,Yes,0,Graduate,Yes,0.0,5428.0,407.0,263.0,1.0,Urban
LP002716,Female,No,2,Not Graduate,No,7169.0,859.0,126.0,310.0,1.0,Semiurban
LP002784,Female,Yes,2,Graduate,Yes,0.0,3530.0,15.0,327.0,1.0,Rural
LP001043,Female,No,0,Not Graduate,No,3696.0,1854.0,64.0,306.0,1.0,Urban
LP002614,Male,Yes,0,Graduate,No,5949.0,2290.0,102.0,347.0,1.0,Rural
LP001651,Male,Yes,3+,Not Graduate,Yes,15076.0,2291.0,143.0,452.0,1.0,Semiurban
LP002389,Male,Yes,0,Not Graduate,No,5239.0,3067.0,235.0,299.0,0.0,Rural
LP002017,Male,Yes,1,Not Graduate,Yes,3464.0,1511.0,269.0,284.0,1.0,Urban
LP002684,Female,No,2,Graduate,Yes,6800.0,0.0,79.0,281.0,1.0,Semiurban
LP001343,Male,Yes,0,Graduate,Yes,1099.0,2021.0,99.0,161.0,1.0,Rural
LP001757,Male,No,1,Not Graduate,No,3933.0,2585.0,154.0,301.0,1.0,Semiurban
LP002530,Female,Yes,2,Graduate,Yes,5347.0,1488.0,86.0,458.0,0.0,Urban
LP002945,Female,Yes,1,Graduate,No,8765.0,2786.0,235.0,347.0,1.0,Urban
LP001954,Male,Yes,1,Not Graduate,No,1347.0,1266.0,333.0,316.0,1.0,Urban
LP002802,Female,No,0,Graduate,Yes,5147.0,865.0,144.0,376.0,1.0,Semiurban
LP002699,Male,Yes,2,Not Graduate,Yes,0.0,5384.0,168.0,314.0,1.0,Semiurban
LP002101,Female,Yes,1,Graduate,No,8122.0,7738.0,97.0,423.0,1.0,Urban
LP001003,Male,Yes,3+,Graduate,Yes,3867.0,3993.0,169.0,334.0,1.0,Semiurban
LP002209,Male,Yes,2,Not Graduate,Yes,15911.0,40.0,60.0,433.0,1.0,Semiurban
LP001940,Male,Yes,3+,Not Graduate,Yes,7181.0,2214.0,69.0,359.0,2.0,Urban
LP002245,Male,No,0,Not Graduate,No,242.0,2010.0,2.0,377.0,1.0,Urban
LP002781,Male,No,3+,Not Graduate,Yes,0.0,3425.0,206.0,332.0,1.0,Rural
LP002785,Female,Yes,2,Graduate,No,8948.0,2113.0,250.0,405.0,1.0,Urban
LP002036,Male,Yes,1,Graduate,No,15411.0,3274.0,222.0,453.0,2.0,Semiurban
LP002606,Male,No,1,Graduate,Yes,13666.0,6464.0,150.0,377.0,1.0,Rural
LP002176,Male,Yes,2,Not Graduate,Yes,0.0,0.0,118.0,330.0,1.0,Semiurban
LP002226,Male,No,1,Graduate,No,6338.0,225.0,135.0,406.0,1.0,Rural
LP001059,Male,Yes,3+,Graduate,No,11598.0,4210.0,64.0,312.0,1.0,Semiurban
LP001029,Female,Yes,1,Graduate,Yes,0.0,1482.0,215.0,434.0,1.0,Rural
LP002618,Female,No,1,Not Graduate,No,11088.0,3214.0,224.0,309.0,1.0,Rural
LP001765,Male,Yes,3+,Not Graduate,Yes,1177.0,1086.0,60.0,337.0,1.0,Semiurban
LP001273,Female,No,3+,Graduate,No,3953.0,5844.0,70.0,399.0,1.0,Rural
LP001465,Male,No,3+,Graduate,Yes,6755.0,4759.0,40.0,209.0,1.0,Semiurban
LP001667,Female,No,0,Not Graduate,No,11264.0,2414.0,123.0,363.0,1.0,Semiurban
LP002253,Female,Yes,3+,Not Graduate,Yes,13904.0,6154.0,141.0,353.0,-0.0,Rural
LP001508,Male,No,3+,Not Graduate,Yes,3341.0,2444.0,148.0,312.0,1.0,Urban
LP002542,Female,No,0,Not Graduate,No,2448.0,1782.0,39.0,321.0,1.0,Urban
LP002344,Female,Yes,1,Graduate,Yes,2069.0,5599.0,86.0,287.0,1.0,Urban
LP001073,Male,Yes,3+,Not Graduate,No,9620.0,0.0,86.0,280.0,1.0,Semiurban
LP001225,Male,Yes,2,Graduate,No,10850.0,2058.0,199.0,315.0,0.0,Semiurban
LP001565,Female,Yes,3+,Not Graduate,No,10274.0,2562.0,65.0,277.0,1.0,Urban
LP001760,Female,Yes,3+,Graduate,No,6716.0,997.0,147.0,375.0,1.0,Semiurban
LP001865,Female,Yes,0,Graduate,Yes,7278.0,0.0,88.0,295.0,1.0,Urban
LP002443,Male,No,2,Not Graduate,No,3868.0,1406.0,128.0,394.0,1.0,Semiurban
LP002362,Female,Yes,1,Graduate,No,4399.0,0.0,216.0,281.0,1.0,Semiurban
LP002473,Female,No,1,Graduate,No,10043.0,5825.0,47.0,258.0,1.0,Semiurban
LP002856,Female,Yes,2,Graduate,Yes,6685.0,5961.0,0.0,328.0,2.0,Urban
LP001335,Male,No,3+,Not Graduate,No,2485.0,1801.0,39.0,267.0,1.0,Rural
LP001964,Male,No,0,Not Graduate,Yes,11441.0,756.0,175.0,333.0,1.0,Semiurban
LP002711,Male,Yes,2,Not Graduate,Yes,1718.0,0.0,50.0,291.0,1.0,Semiurban
LP001974,Male,Yes,2,Graduate,No,6010.0,0.0,87.0,260.0,1.0,Urban
LP001925,Female,No,1,Graduate,Yes,0.0,5634.0,178.0,261.0,1.0,Urban
LP002266,Male,Yes,0,Graduate,No,0.0,1624.0,205.0,419.0,1.0,Semiurban
LP001020,Female,Yes,2,Graduate,Yes,5289.0,205.0,222.0,388.0,1.0,Semiurban
LP001486,Female,No,0,Not Graduate,Yes,1215.0,1728.0,185.0,257.0,0.0,Rural
LP001099,Female,No,3+,Graduate,No,3875.0,135.0,55.0,291.0,1.0,Semiurban
LP001884,Female,No,1,Graduate,Yes,12089.0,0.0,267.0,439.0,1.0,Semiurban
LP002931,Male,Yes,3+,Graduate,No,4469.0,769.0,70.0,340.0,0.0,Semiurban
LP002932,Male,Yes,0,Not Graduate,Yes,10305.0,0.0,93.0,320.0,1.0,Rural
LP002959,Male,Yes,3+,Graduate,No,734.0,2766.0,142.0,349.0,1.0,Semiurban
LP001911,Male,Yes,1,Not Graduate,No,8306.0,4126.0,164.0,359.0,1.0,Rural
LP002286,Male,No,0,Not Graduate,No,0.0,0.0,254.0,342.0,1.0,Urban
LP002360,Female,Yes,2,Graduate,No,3757.0,2131.0,94.0,290.0,1.0,Semiurban
LP002161,Male,No,3+,Graduate,Yes,8537.0,1559.0,172.0,213.0,1.0,Semiurban
LP001849,Male,Yes,1,Graduate,No,5252.0,0.0,94.0,341.0,1.0,Semiurban
LP001478,Male,Yes,2,Graduate,No,10546.0,0.0,267.0,222.0,1.0,Semiurban
LP001900,Male,No,1,Not Graduate,No,8981.0,0.0,176.0,310.0,1.0,Rural
LP001906,Female,Yes,0,Not Graduate,No,3423.0,0.0,242.0,300.0,1.0,Urban
LP001359,Female,Yes,0,Not Graduate,Yes,12566.0,1992.0,53.0,295.0,1.0,Urban
LP002952,Female,No,3+,Not Graduate,No,7665.0,2263.0,99.0,370.0,1.0,Rural
LP002643,Female,Yes,1,Not Graduate,Yes,3792.0,4977.0,162.0,328.0,1.0,Rural
LP002006,Female,No,1,Not Graduate,No,6010.0,0.0,244.0,373.0,0.0,Rural
LP002868,Male,No,1,Not Graduate,No,5698.0,0.0,219.0,225.0,1.0,Rural
LP002482,Female,No,0,Not Graduate,No,6328.0,0.0,259.0,391.0,1.0,Semiurban
LP002986,Female,No,3+,Not Graduate,No,4372.0,1084.0,246.0,402.0,1.0,Semiurban
LP001917,Female,Yes,1,Not Graduate,No,7301.0,2199.0,203.0,339.0,0.0,Rural
LP001426,Male,Yes,1,Graduate,No,9678.0,2771.0,154.0,468.0,0.0,Semiurban
LP001369,Male,Yes,2,Graduate,Yes,7603.0,0.0,56.0,386.0,0.0,Semiurban
LP002775,Female,No,1,Graduate,Yes,7410.0,4851.0,0.0,340.0,1.0,Urban
LP001375,Male,Yes,3+,Not Graduate,No,4606.0,2879.0,152.0,435.0,0.0,Semiurban
LP001688,Male,Yes,2,Graduate,No,133.0,4002.0,205.0,348.0,1.0,Urban
LP001572,Female,Yes,2,Not Graduate,No,0.0,0.0,0.0,282.0,1.0,Semiurban
LP001978,Male,Yes,2,Not Graduate,Yes,1150.0,3864.0,52.0,395.0,0.0,Urban
LP002587,Male,No,0,Graduate,No,2799.0,0.0,64.0,441.0,1.0,Urban
LP001107,Male,No,2,Not Graduate,Yes,14701.0,377.0,128.0,242.0,1.0,Urban
LP002792,Female,Yes,1,Graduate,Yes,12308.0,5501.0,151.0,312.0,1.0,Urban
LP002165,Female,No,0,Not Graduate,Yes,1801.0,3390.0,226.0,309.0,1.0,Rural
LP001536,Female,Yes,0,Not Graduate,Yes,7741.0,0.0,41.0,259.0,1.0,Semiurban
LP002187,Male,Yes,0,Graduate,Yes,4795.0,3767.0,169.0,324.0,1.0,Rural
LP001558,Female,Yes,0,Graduate,No,6524.0,2583.0,35.0,291.0,0.0,Semiurban
LP002584,Male,No,0,Graduate,Yes,2055.0,494.0,207.0,370.0,1.0,Rural
LP001054,Male,Yes,0,Graduate,Yes,17947.0,2895.0,105.0,374.0,1.0,Semiurban
LP001835,Male,No,0,Graduate,No,15798.0,574.0,49.0,351.0,0.0,Rural
LP002869,Female,No,2,Graduate,No,3513.0,2654.0,90.0,356.0,1.0,Rural
LP002651,Female,Yes,3+,Not Graduate,Yes,1784.0,2619.0,56.0,440.0,1.0,Urban
LP002445,Female,No,1,Not Graduate,No,10450.0,2971.0,150.0,473.0,1.0,Rural
LP002101,Female,No,1,Not Graduate,No,0.0,6834.0,191.0,382.0,0.0,Urban
LP001169,Male,Yes,2,Not Graduate,No,9998.0,4172.0,222.0,309.0,0.0,Urban
LP002921,Female,No,2,Graduate,Yes,5894.0,4321.0,102.0,360.0,1.0,Rural
LP002637,Male,No,0,Not Graduate,Yes,0.0,169.0,250.0,344.0,1.0,Semiurban
LP001940,Female,Yes,3+,Not Graduate,No,4315.0,0.0,141.0,387.0,1.0,Rural
LP001041,Female,Yes,0,Graduate,No,1445.0,1092.0,240.0,285.0,0.0,Urban
LP001914,Female,No,2,Not Graduate,Yes,6101.0,280.0,130.0,391.0,1.0,Urban
LP002028,Male,Yes,0,Graduate,Yes,5507.0,3232.0,125.0,348.0,1.0,Rural
LP001002,Male,Yes,1,Graduate,No,0.0,1065.0,187.0,337.0,1.0,Rural
LP001421,Male,No,1,Graduate,Yes,3277.0,5208.0,166.0,339.0,2.0,Rural
LP001100,Male,No,0,Not Graduate,Yes,8453.0,0.0,100.0,430.0,-0.0,Rural
LP001669,Male,Yes,3+,Graduate,No,9434.0,842.0,232.0,520.0,0.0,Semiurban
LP002543,Female,No,0,Not Graduate,No,3112.0,2615.0,68.0,350.0,1.0,Urban
LP001789,Male,Yes,0,Not Graduate,Yes,7787.0,0.0,187.0,295.0,0.0,Rural
LP001198,Male,Yes,3+,Not Graduate,Yes,6697.0,4063.0,184.0,341.0,1.0,Rural
LP002245,Male,No,3+,Graduate,Yes,4880.0,3974.0,225.0,362.0,0.0,Rural
LP001560,Male,No,3+,Graduate,No,7822.0,429.0,226.0,353.0,1.0,Urban
LP001407,Female,Yes,1,Graduate,No,0.0,8804.0,128.0,353.0,1.0,Urban
LP001692,Male,Yes,0,Not Graduate,No,5185.0,0.0,145.0,331.0,2.0,Urban
LP001027,Female,Yes,2,Not Graduate,No,0.0,0.0,140.0,430.0,1.0,Rural
LP002556,Female,Yes,3+,Graduate,Yes,4872.0,313.0,278.0,325.0,1.0,Urban
LP001900,Female,No,3+,Not Graduate,No,13295.0,2119.0,193.0,395.0,1.0,Rural
LP001415,Male,Yes,0,Graduate,No,3360.0,0.0,223.0,244.0,0.0,Rural
LP001800,Female,No,2,Graduate,Yes,12726.0,3286.0,123.0,305.0,1.0,Semiurban
LP001720,Male,No,0,Not Graduate,No,3451.0,8291.0,55.0,361.0,1.0,Semiurban
LP001835,Male,Yes,0,Not Graduate,Yes,0.0,0.0,70.0,340.0,1.0,Semiurban
LP002090,Male,No,3+,Graduate,No,8969.0,2136.0,221.0,421.0,1.0,Urban
LP001443,Male,No,3+,Not Graduate,Yes,7822.0,4206.0,86.0,360.0,2.0,Semiurban
LP001722,Male,Yes,1,Graduate,Yes,18387.0,3684.0,390.0,428.0,1.0,Urban
LP001990,Female,No,2,Graduate,Yes,0.0,7470.0,111.0,374.0,1.0,Rural
LP002028,Female,No,2,Not Graduate,No,7210.0,326.0,170.0,289.0,1.0,Semiurban
LP001639,Male,Yes,3+,Graduate,Yes,7413.0,7001.0,170.0,330.0,1.0,Semiurban
LP001114,Female,Yes,3+,Not Graduate,No,11206.0,1438.0,156.0,334.0,1.0,Urban
LP001744,Male,Yes,3+,Graduate,No,8197.0,215.0,48.0,425.0,1.0,Urban
LP001637,Female,Yes,2,Not Graduate,No,3539.0,6711.0,162.0,326.0,1.0,Semiurban
LP002585,Female,Yes,1,Not Graduate,No,0.0,602.0,161.0,333.0,1.0,Urban
LP002367,Female,Yes,2,Graduate,No,7154.0,4514.0,119.0,316.0,1.0,Urban
LP001610,Female,Yes,3+,Not Graduate,No,7312.0,262.0,286.0,350.0,2.0,Urban
LP002711,Female,No,3+,Not Graduate,Yes,8776.0,0.0,14.0,385.0,1.0,Rural
LP002368,Male,No,1,Graduate,Yes,3531.0,0.0,26.0,388.0,1.0,Semiurban
LP001945,Male,Yes,0,Not Graduate,No,6764.0,3520.0,201.0,322.0,1.0,Urban
LP002325,Female,No,0,Graduate,No,0.0,0.0,136.0,212.0,1.0,Urban
LP001528,Male,No,2,Not Graduate,No,0.0,1031.0,74.0,360.0,0.0,Rural
LP002234,Female,Yes,0,Graduate,No,10508.0,0.0,158.0,349.0,1.0,Rural
LP001135,Male,No,0,Graduate,No,6204.0,0.0,217.0,352.0,1.0,Rural
LP002099,Female,Yes,2,Graduate,Yes,7890.0,0.0,16.0,343.0,1.0,Rural
LP001994,Female,No,3+,Graduate,Yes,1772.0,2165.0,198.0,362.0,0.0,Semiurban
LP002106,Female,Yes,0,Not Graduate,No,1048.0,0.0,168.0,211.0,0.0,Semiurban
LP002825,Male,No,3+,Graduate,No,2768.0,3897.0,125.0,352.0,1.0,Urban
LP001718,Male,No,2,Not Graduate,Yes,6533.0,0.0,162.0,277.0,1.0,Semiurban
LP002550,Female,No,3+,Graduate,No,9086.0,0.0,163.0,419.0,1.0,Urban
LP002209,Female,Yes,3+,Not Graduate,No,3761.0,0.0,185.0,350.0,0.0,Semiurban
LP001014,Male,No,2,Graduate,No,0.0,2334.0,66.0,295.0,1.0,Semiurban
LP002115,Male,No,3+,Not Graduate,Yes,7464.0,5582.0,227.0,265.0,2.0,Semiurban
LP001451,Male,Yes,0,Not Graduate,Yes,6701.0,1233.0,219.0,286.0,2.0,Urban
LP001906,Male,Yes,0,Graduate,No,7909.0,2790.0,222.0,300.0,1.0,Urban
LP001312,Male,No,0,Graduate,Yes,10058.0,3067.0,9.0,345.0,1.0,Rural
LP002140,Female,No,0,Graduate,Yes,9608.0,3617.0,231.0,265.0,1.0,Urban
LP002151,Male,No,3+,Not Graduate,No,12930.0,0.0,114.0,358.0,0.0,Rural
LP002670,Female,No,0,Not Graduate,Yes,5342.0,5934.0,184.0,407.0,1.0,Urban
LP002585,Female,Yes,3+,Not Graduate,Yes,2720.0,694.0,0.0,414.0,0.0,Urban
LP001279,Male,No,1,Not Graduate,Yes,11107.0,2366.0,90.0,317.0,1.0,Semiurban
LP001603,Male,No,3+,Graduate,Yes,10353.0,1194.0,208.0,340.0,1.0,Urban
LP002056,Female,Yes,0,Graduate,Yes,3854.0,391.0,183.0,299.0,1.0,Semiurban
LP001657,Male,No,1,Graduate,Yes,11478.0,4156.0,59.0,264.0,2.0,Urban
LP002002,Female,No,2,Graduate,No,5604.0,3329.0,195.0,307.0,1.0,Rural
LP001421,Male,No,3+,Not Graduate,No,12449.0,0.0,79.0,225.0,1.0,Urban
LP001726,Male,Yes,0,Not Graduate,No,15028.0,2742.0,122.0,214.0,1.0,Semiurban
LP002367,Male,Yes,0,Graduate,Yes,20221.0,7305.0,52.0,362.0,1.0,Semiurban
LP002932,Female,No,0,Not Graduate,No,5534.0,2107.0,169.0,359.0,1.0,Semiurban
LP002332,Male,No,2,Graduate,Yes,13241.0,213.0,227.0,422.0,1.0,Semiurban
LP001392,Female,Yes,1,Not Graduate,Yes,10043.0,559.0,211.0,436.0,0.0,Urban
LP002975,Male,No,1,Not Graduate,No,10573.0,74.0,72.0,354.0,1.0,Semiurban
LP001508,Female,No,0,Not Graduate,Yes,7597.0,0.0,139.0,281.0,1.0,Semiurban
LP002738,Male,Yes,3+,Not Graduate,No,10596.0,1100.0,21.0,281.0,0.0,Urban
LP001187,Female,Yes,0,Not Graduate,Yes,0.0,1087.0,248.0,274.0,0.0,Semiurban
LP001974,Female,Yes,0,Not Graduate,No,5016.0,3234.0,144.0,359.0,1.0,Rural
LP001695,Female,No,3+,Graduate,No,1458.0,181.0,193.0,293.0,0.0,Rural
LP002442,Female,No,0,Not Graduate,No,982.0,7069.0,158.0,251.0,1.0,Semiurban
LP002917,Female,No,2,Graduate,No,0.0,0.0,94.0,370.0,1.0,Rural
LP002257,Female,No,0,Graduate,Yes,2180.0,2002.0,100.0,398.0,1.0,Semiurban
LP002128,Male,Yes,2,Graduate,No,4188.0,0.0,178.0,294.0,1.0,Urban
LP002102,Female,No,0,Graduate,Yes,6229.0,137.0,269.0,340.0,1.0,Rural
LP002891,Female,No,1,Graduate,No,5109.0,842.0,116.0,437.0,1.0,Rural
LP002047,Female,Yes,3+,Graduate,No,11173.0,2156.0,233.0,403.0,1.0,Urban
LP001002,Male,Yes,1,Not Graduate,No,77.0,3785.0,214.0,282.0,1.0,Rural
LP001516,Male,No,0,Not Graduate,Yes,0.0,336.0,118.0,443.0,1.0,Semiurban
LP001925,Male,Yes,0,Not Graduate,No,8206.0,0.0,228.0,389.0,1.0,Semiurban
LP002969,Female,Yes,2,Graduate,No,4914.0,5326.0,221.0,448.0,1.0,Rural
LP001219,Male,No,0,Graduate,Yes,4795.0,0.0,0.0,330.0,1.0,Urban
LP001164,Male,No,0,Graduate,No,1120.0,932.0,197.0,287.0,1.0,Semiurban
LP001977,Female,No,0,Not Graduate,Yes,10357.0,1752.0,242.0,340.0,1.0,Semiurban
LP001238,Female,No,1,Not Graduate,No,2793.0,1324.0,52.0,250.0,-0.0,Rural
LP002161,Male,Yes,2,Not Graduate,No,148.0,0.0,41.0,396.0,0.0,Urban
LP002950,Female,Yes,1,Graduate,No,14715.0,3946.0,159.0,306.0,1.0,Semiurban
LP002870,Female,No,2,Graduate,Yes,9118.0,0.0,265.0,368.0,1.0,Urban
LP001734,Female,No,1,Graduate,No,4951.0,4266.0,58.0,483.0,0.0,Rural
LP002885,Female,Yes,0,Not Graduate,No,0.0,4746.0,20.0,310.0,1.0,Rural
LP001472,Male,No,1,Graduate,No,3839.0,4058.0,107.0,342.0,1.0,Semiurban
LP002901,Female,No,1,Graduate,Yes,5057.0,775.0,97.0,312.0,0.0,Urban
LP002863,Male,No,2,Graduate,Yes,13516.0,1954.0,13.0,333.0,1.0,Urban
LP002911,Male,No,2,Graduate,Yes,0.0,0.0,97.0,327.0,1.0,Rural
LP001560,Male,Yes,1,Not Graduate,Yes,14066.0,1789.0,170.0,407.0,1.0,Rural
LP001352,Male,No,2,Not Graduate,Yes,7668.0,3312.0,286.0,400.0,1.0,Rural
LP001289,Female,Yes,2,Graduate,Yes,0.0,0.0,186.0,327.0,0.0,Rural
LP001380,Female,No,2,Graduate,No,10430.0,1237.0,205.0,350.0,1.0,Rural
LP001933,Female,No,3+,Not Graduate,No,3791.0,305.0,58.0,320.0,1.0,Semiurban
LP002911,Male,Yes,2,Not Graduate,No,0.0,4791.0,135.0,434.0,1.0,Semiurban
LP001789,Male,No,3+,Graduate,No,2649.0,0.0,125.0,176.0,-0.0,Urban
LP002925,Male,Yes,3+,Not Graduate,No,6632.0,3304.0,168.0,291.0,1.0,Semiurban
LP001546,Female,No,2,Not Graduate,Yes,5533.0,1458.0,189.0,370.0,1.0,Semiurban
LP002555,Male,No,1,Graduate,Yes,8844.0,1264.0,216.0,397.0,1.0,Semiurban
LP002935,Female,No,2,Not Graduate,Yes,11430.0,3386.0,145.0,425.0,1.0,Urban
LP002055,Female,No,0,Not Graduate,No,0.0,558.0,102.0,342.0,1.0,Semiurban
LP002978,Female,No,1,Not Graduate,Yes,5061.0,1883.0,237.0,304.0,1.0,Urban
LP002226,Female,Yes,3+,Not Graduate,No,1706.0,4623.0,199.0,340.0,1.0,Urban
LP001349,Male,Yes,3+,Graduate,Yes,0.0,0.0,190.0,405.0,1.0,Semiurban
LP002582,Female,No,1,Not Graduate,No,4885.0,2339.0,139.0,302.0,1.0,Semiurban
LP001176,Male,No,1,Not Graduate,Yes,7638.0,3998.0,237.0,338.0,1.0,Semiurban
LP002990,Female,Yes,2,Graduate,No,7974.0,2871.0,45.0,323.0,1.0,Rural
LP001038,Male,Yes,3+,Not Graduate,Yes,2929.0,5085.0,212.0,423.0,1.0,Urban
LP002449,Male,No,0,Graduate,No,0.0,1276.0,211.0,267.0,0.0,Urban
LP002536,Female,No,2,Graduate,Yes,1509.0,3427.0,73.0,178.0,1.0,Rural
LP002936,Female,Yes,1,Not Graduate,No,0.0,4600.0,90.0,334.0,1.0,Rural
LP002277,Female,No,3+,Not Graduate,No,0.0,0.0,43.0,383.0,0.0,Semiurban
LP001907,Male,Yes,1,Not Graduate,No,0.0,496.0,182.0,309.0,1.0,Rural
LP002321,Female,No,1,Not Graduate,No,9994.0,2633.0,0.0,223.0,1.0,Rural
LP002180,Female,Yes,1,Not Graduate,Yes,9989.0,4105.0,160.0,384.0,2.0,Rural
LP002097,Male,Yes,2,Graduate,Yes,17307.0,2264.0,83.0,313.0,0.0,Urban
LP001163,Female,No,0,Not Graduate,Yes,6548.0,5399.0,66.0,357.0,1.0,Rural
LP002126,Male,Yes,0,Graduate,No,2424.0,150.0,0.0,323.0,2.0,Semiurban
LP002148,Female,No,3+,Not Graduate,Yes,5248.0,0.0,74.0,198.0,1.0,Urban
LP002453,Male,No,1,Graduate,No,4216.0,3762.0,253.0,363.0,1.0,Urban
LP002949,Male,No,0,Not Graduate,Yes,1582.0,1295.0,87.0,379.0,1.0,Rural
LP001584,Female,No,1,Not Graduate,No,7002.0,0.0,175.0,330.0,1.0,Rural
LP001220,Male,Yes,3+,Not Graduate,Yes,6281.0,6247.0,58.0,269.0,1.0,Rural
LP001222,Female,No,1,Not Graduate,No,4709.0,3633.0,222.0,462.0,1.0,Rural
LP001255,Female,No,0,Not Graduate,No,3504.0,3372.0,189.0,368.0,1.0,Semiurban
LP001500,Male,No,1,Graduate,Yes,8779.0,5934.0,125.0,253.0,1.0,Rural
LP001504,Female,No,0,Not Graduate,Yes,2026.0,550.0,160.0,492.0,1.0,Semiurban
LP002654,Male,Yes,3+,Not Graduate,Yes,2884.0,5445.0,167.0,302.0,1.0,Rural
LP002644,Male,No,1,Not Graduate,No,7885.0,2740.0,65.0,429.0,1.0,Rural
LP002176,Male,Yes,0,Graduate,No,10940.0,0.0,80.0,385.0,1.0,Semiurban
LP002959,Male,Yes,3+,Not Graduate,No,10420.0,1583.0,214.0,365.0,1.0,Rural
LP002519,Male,Yes,1,Graduate,Yes,3701.0,2109.0,262.0,433.0,0.0,Urban
LP002341,Male,No,3+,Not Graduate,No,0.0,4627.0,154.0,224.0,1.0,Semiurban
LP001978,Male,No,0,Graduate,Yes,3531.0,0.0,196.0,379.0,1.0,Semiurban
LP001650,Male,No,1,Not Graduate,No,5598.0,0.0,236.0,320.0,1.0,Urban
LP002587,Female,No,1,Not Graduate,Yes,0.0,0.0,117.0,499.0,1.0,Semiurban
LP001936,Female,Yes,1,Graduate,No,3425.0,1418.0,137.0,217.0,1.0,Rural
