Customer_ID,Age,Gender,Region,Marital_Status,Annual_Income,Smoker,Vehicle_Type,Policy_Type,Policy_Tenure_Years,Annual_Premium,Risk_Score,Has_Claim,Claim_Amount,Base_Premium
8007,69,Female,South,Single,109357,No,SUV,Standard,18,1365,32,No,0,1045
8008,41,Male,Northeast,Divorced,77265,No,SUV,Premium,4,1515,21,No,0,1305
8009,62,Male,South,Single,39304,No,Sports,Basic,0,1100,49,Yes,4829,610
8010,52,Male,Northeast,Divorced,81891,No,Sedan,Standard,24,1210,25,No,0,960
8011,18,Male,Midwest,Divorced,21081,Yes,Sedan,Basic,26,1310,32,No,0,990
8012,53,Male,Midwest,Married,58902,No,SUV,Premium,20,1625,26,No,0,1365
8013,42,Male,South,Married,38214,Yes,Sports,Standard,22,2020,51,No,0,1510
8014,62,Female,South,Divorced,98166,No,Truck,Basic,29,900,29,No,0,610
8015,66,Male,Midwest,Single,107701,No,Truck,Standard,10,1440,41,Yes,9117,1030
8016,60,Female,Midwest,Single,110703,No,Truck,Premium,20,1690,29,No,0,1400
8017,51,Male,West,Married,70065,No,Truck,Standard,10,1205,25,No,0,955
8018,42,Female,Northeast,Single,84020,No,SUV,Basic,25,720,21,No,0,510
8019,33,Male,Midwest,Single,50896,No,Truck,Basic,2,645,18,No,0,465
8020,51,Female,South,Single,62638,No,Truck,Basic,2,805,25,No,0,555
8021,46,Female,South,Married,71170,Yes,Sedan,Standard,15,1960,43,No,0,1530
8022,36,Female,Midwest,Married,35670,No,Truck,Basic,19,670,19,No,0,480
8023,40,Male,South,Single,62946,No,Sedan,Premium,14,1510,21,No,0,1300
8024,36,Male,Northeast,Married,50311,No,Truck,Standard,12,1070,19,No,0,880
8025,42,Male,West,Married,83974,Yes,Sedan,Standard,9,1920,41,No,0,1510
8026,33,Female,Northeast,Divorced,39460,Yes,SUV,Standard,18,1845,38,No,0,1465
8027,71,Female,West,Single,38445,No,Truck,Standard,9,1385,33,No,0,1055
8028,68,Female,West,Single,87094,No,Sports,Standard,15,1460,42,No,0,1040
8029,26,Male,Midwest,Single,36309,No,Sports,Standard,5,1180,35,Yes,16607,830
8030,18,Male,South,Divorced,20000,Yes,Sedan,Basic,4,1310,32,No,0,990
8031,59,Female,West,Single,64926,No,Truck,Basic,14,875,28,No,0,595
8032,36,Male,Midwest,Single,59876,No,SUV,Basic,16,670,19,No,0,480
8033,50,Male,South,Single,73155,No,SUV,Standard,3,1200,25,No,0,950
8034,51,Male,South,Married,104553,No,SUV,Basic,7,805,25,No,0,555
8035,33,Male,West,Married,44096,Yes,SUV,Basic,11,1445,38,No,0,1065
8036,61,Female,South,Married,134073,No,Truck,Standard,12,1395,39,Yes,7141,1005
8037,57,Male,Northeast,Married,77248,No,SUV,Basic,27,855,27,No,0,585
8038,72,Male,South,Married,87648,No,Truck,Basic,8,990,33,No,0,660
8039,35,Female,Northeast,Single,41808,No,SUV,Basic,25,665,19,No,0,475
8040,51,Female,South,Married,50310,No,Sports,Basic,14,905,35,No,0,555
8041,42,Male,West,Married,77508,No,Truck,Standard,10,1120,21,No,0,910
8042,62,Male,West,Single,70819,No,SUV,Basic,14,900,29,No,0,610
8043,23,Male,Midwest,Married,45922,No,SUV,Standard,28,955,14,No,0,815
8044,38,Male,Northeast,Single,64950,No,Sedan,Standard,21,1090,20,No,0,890
8045,23,Female,Northeast,Married,37388,No,SUV,Standard,29,955,14,No,0,815
8046,49,Female,West,Single,79340,No,Sports,Premium,28,1685,34,No,0,1345
8047,58,Female,West,Married,92479,No,Truck,Premium,27,1670,28,No,0,1390
8048,65,Male,West,Single,79308,No,Sedan,Standard,26,1335,31,No,0,1025
8049,60,Male,Northeast,Single,98956,No,SUV,Basic,14,890,29,No,0,600
8050,56,Female,Midwest,Divorced,71643,No,SUV,Standard,3,1250,27,No,0,980
8051,48,Male,Northeast,Married,76122,No,Sedan,Basic,27,780,24,No,0,540
8052,59,Female,West,Married,91439,No,Truck,Basic,15,875,28,No,0,595
8053,27,Female,Midwest,Divorced,39334,Yes,Sports,Standard,9,1885,45,No,0,1435
8054,47,Female,South,Married,70439,No,Sedan,Basic,1,765,23,No,0,535
8055,74,Female,South,Married,108383,No,Sedan,Standard,11,1410,34,No,0,1070
8056,69,Female,West,Single,108079,No,SUV,Standard,24,1465,42,Yes,7781,1045
8057,35,Female,Midwest,Single,59127,No,Sports,Standard,7,1165,29,No,0,875
8058,41,Female,West,Single,37437,No,Truck,Standard,20,1115,21,No,0,905
8059,69,Male,Northeast,Married,95765,No,Truck,Standard,23,1465,42,Yes,5201,1045
8060,26,Female,Northeast,Married,32496,No,Sports,Basic,21,680,25,No,0,430
8061,48,Female,Midwest,Single,89353,No,Sedan,Basic,16,780,24,No,0,540
8062,32,Male,West,Married,53753,No,Sports,Standard,23,1130,27,No,0,860
8063,21,Female,West,Single,24423,Yes,Sedan,Premium,4,2135,33,No,0,1805
8064,57,Male,South,Divorced,126808,Yes,SUV,Basic,18,1655,47,No,0,1185
8065,26,Female,Midwest,Married,29572,No,Sports,Standard,10,1080,25,No,0,830
8066,62,Male,West,Divorced,79884,No,Sports,Premium,16,1800,39,No,0,1410
8067,26,Male,Northeast,Single,38256,No,SUV,Premium,27,1380,15,No,0,1230
8068,43,Male,West,Single,42071,No,Sedan,Standard,23,1135,22,No,0,915
8069,21,Female,West,Married,33627,No,Sedan,Premium,5,1335,13,No,0,1205
8070,34,Male,Northeast,Divorced,49684,No,Sports,Standard,11,1150,28,No,0,870
8071,33,Female,Northeast,Married,51007,No,Sports,Standard,6,1245,38,Yes,5886,865
8072,32,Female,West,Divorced,36402,No,Truck,Basic,15,630,17,No,0,460
8073,52,Female,Northeast,Single,83684,No,Sedan,Standard,2,1210,25,No,0,960
8074,74,Female,South,Married,114469,No,SUV,Basic,11,1010,34,No,0,670
8075,69,Female,South,Married,87655,No,Sedan,Basic,25,965,32,No,0,645
8076,22,Female,South,Married,26036,No,Truck,Standard,7,940,13,No,0,810
8077,72,Female,Northeast,Married,100743,No,Truck,Standard,2,1390,33,No,0,1060
8078,22,Male,Northeast,Married,27814,No,Sports,Standard,14,1040,23,No,0,810
8079,37,Female,Northeast,Married,52271,No,Truck,Standard,20,1075,19,No,0,885
8080,32,Female,Midwest,Single,59217,No,Truck,Standard,5,1030,17,No,0,860
8081,35,Male,Northeast,Single,52372,No,Truck,Basic,28,665,19,No,0,475
8082,64,Female,South,Single,97101,No,SUV,Standard,7,1420,40,Yes,1451,1020
8083,19,Male,South,Married,24410,No,Sports,Premium,11,1515,32,Yes,4718,1195
8084,46,Male,South,Married,90494,No,Truck,Standard,12,1160,23,No,0,930
8085,30,Female,Midwest,Married,38961,Yes,SUV,Premium,20,2220,37,No,0,1850
8086,21,Female,West,Single,28062,Yes,Sports,Standard,16,1835,43,No,0,1405
8087,59,Male,South,Single,96875,Yes,Sports,Standard,16,2175,58,No,0,1595
8088,62,Female,Midwest,Single,73327,No,SUV,Basic,28,900,29,No,0,610
8089,27,Male,West,Married,42151,Yes,Truck,Basic,26,1385,35,No,0,1035
8090,48,Male,Midwest,Married,62953,Yes,Truck,Premium,21,2380,44,No,0,1940
8091,58,Female,Midwest,Divorced,117916,No,Sports,Basic,28,970,38,No,0,590
8092,25,Male,West,Divorced,30589,No,SUV,Basic,13,575,15,No,0,425
8093,20,Female,Northeast,Single,26861,No,Sports,Standard,25,1030,23,No,0,800
8094,65,Female,Northeast,Single,88085,Yes,SUV,Basic,15,1735,51,No,0,1225
8095,63,Male,South,Married,97656,No,Truck,Standard,10,1315,30,No,0,1015
8096,26,Male,West,Married,40464,No,Sports,Standard,5,1080,25,No,0,830
8097,47,Female,South,Single,56557,No,SUV,Standard,25,1165,23,No,0,935
8098,70,Female,Midwest,Married,100111,No,Sedan,Standard,29,1380,33,No,0,1050
8099,28,Female,Northeast,Married,43665,No,Sedan,Premium,9,1400,16,No,0,1240
8100,52,Male,South,Divorced,92650,No,SUV,Basic,6,810,25,No,0,560
8101,54,Female,South,Divorced,69372,No,SUV,Standard,22,1230,26,No,0,970
8102,59,Male,Northeast,Single,52450,No,SUV,Standard,27,1275,28,No,0,995
8103,30,Male,Midwest,Single,46615,Yes,Sedan,Basic,8,1420,37,No,0,1050
8104,53,Male,South,Married,66834,Yes,SUV,Standard,27,2025,46,No,0,1565
8105,73,Female,South,Single,128330,No,Truck,Standard,21,1405,34,No,0,1065
8106,30,Male,West,Single,34760,No,Sedan,Basic,9,620,17,No,0,450
8107,29,Female,West,Divorced,36554,No,SUV,Standard,27,1005,16,No,0,845
8108,54,Male,Northeast,Married,96842,No,Sedan,Premium,11,1630,26,No,0,1370
8109,27,Female,Northeast,Married,24570,No,Sedan,Basic,18,585,15,No,0,435
8110,73,Female,Midwest,Married,93240,Yes,Sedan,Basic,11,1805,54,No,0,1265
8111,26,Male,Midwest,Single,42624,No,Truck,Standard,18,980,15,No,0,830
8112,69,Female,South,Married,48255,No,Truck,Premium,14,1765,32,No,0,1445
8113,24,Male,West,Married,24348,Yes,Sports,Basic,19,1560,54,Yes,4250,1020
8114,19,Male,Midwest,Married,27037,No,Truck,Premium,5,1315,12,No,0,1195
8115,71,Male,South,Single,95251,Yes,Sedan,Standard,14,2285,63,Yes,4086,1655
8116,73,Male,South,Married,86954,No,SUV,Standard,19,1405,34,No,0,1065
8117,40,Male,Northeast,Divorced,53419,Yes,Sports,Premium,15,2510,61,Yes,6489,1900
8118,56,Male,West,Married,106567,No,Sedan,Premium,1,1650,27,No,0,1380
8119,57,Male,South,Married,102897,Yes,SUV,Basic,22,1655,47,No,0,1185
8120,56,Female,Northeast,Divorced,77217,Yes,Sports,Basic,17,1850,67,Yes,11894,1180
8121,38,Male,South,Single,45851,No,Sports,Basic,20,790,30,No,0,490
8122,40,Male,West,Single,87832,No,SUV,Standard,4,1110,21,No,0,900
8123,46,Female,South,Single,82030,No,Sports,Standard,7,1260,33,No,0,930
8124,31,Female,South,Married,65375,No,Truck,Standard,10,1025,17,No,0,855
8125,43,Male,Midwest,Married,37116,No,SUV,Standard,14,1135,22,No,0,915
8126,68,Male,Midwest,Married,78019,No,SUV,Premium,25,1760,32,No,0,1440
8127,22,Male,Northeast,Married,32446,No,Truck,Basic,4,540,13,No,0,410
8128,72,Female,South,Divorced,110209,No,SUV,Standard,13,1390,33,No,0,1060
8129,48,Male,Northeast,Married,77797,No,Truck,Basic,27,780,24,No,0,540
8130,42,Female,West,Divorced,57227,No,Sports,Standard,9,1220,31,No,0,910
8131,48,Male,Northeast,Divorced,82421,No,Sedan,Basic,5,780,24,No,0,540
8132,67,Male,South,Married,91398,No,SUV,Premium,13,1845,41,Yes,7073,1435
8133,37,Female,Midwest,Single,67835,No,Truck,Premium,19,1475,19,No,0,1285
8134,61,Male,Midwest,Single,101181,No,Sedan,Premium,3,1695,29,No,0,1405
8135,72,Male,Northeast,Married,80019,No,Sedan,Basic,13,990,33,No,0,660
8136,34,Male,Midwest,Married,46536,No,Truck,Premium,2,1550,28,Yes,3218,1270
8137,62,Female,South,Single,89473,Yes,SUV,Standard,17,2100,49,No,0,1610
8138,19,Male,South,Single,21905,No,SUV,Standard,19,915,12,No,0,795
8139,42,Male,West,Married,51420,No,SUV,Basic,10,720,21,No,0,510
8140,30,Female,Midwest,Married,40938,No,Sports,Standard,24,1220,37,Yes,10800,850
8141,56,Female,Midwest,Married,109574,Yes,SUV,Standard,24,2050,47,No,0,1580
8142,45,Male,West,Married,75420,No,Truck,Standard,11,1155,23,No,0,925
8143,59,Male,Northeast,Single,93595,No,Sedan,Basic,15,875,28,No,0,595
8144,72,Female,West,Married,74772,No,SUV,Standard,19,1390,33,No,0,1060
8145,23,Male,Midwest,Married,38565,Yes,Sports,Standard,8,1855,44,No,0,1415
8146,20,Male,Northeast,Married,23431,Yes,Truck,Basic,20,1430,43,Yes,9730,1000
8147,52,Female,South,Single,78372,No,Truck,Premium,10,1610,25,No,0,1360
8148,35,Male,South,Married,72657,Yes,Sports,Basic,27,1565,49,No,0,1075
8149,28,Male,West,Married,52521,No,SUV,Standard,24,1000,16,No,0,840
8150,71,Female,South,Single,128591,No,SUV,Basic,8,985,33,No,0,655
8151,37,Male,Midwest,Married,46647,No,Sedan,Standard,24,1075,19,No,0,885
8152,22,Male,West,Single,28931,No,Truck,Premium,8,1340,13,No,0,1210
8153,36,Male,Midwest,Single,54177,Yes,Truck,Standard,6,1870,39,No,0,1480
8154,39,Female,Midwest,Married,59983,No,Sedan,Basic,8,695,20,No,0,495
8155,36,Male,Northeast,Single,56905,Yes,SUV,Premium,0,2270,39,No,0,1880
8156,64,Female,Northeast,Single,72108,Yes,SUV,Basic,3,1720,50,No,0,1220
8157,33,Female,Northeast,Married,58512,Yes,SUV,Basic,5,1445,38,No,0,1065
8158,41,Male,South,Married,68226,No,SUV,Standard,21,1115,21,No,0,905
8159,58,Female,Northeast,Married,94786,No,Sedan,Premium,10,1670,28,No,0,1390
8160,21,Male,Midwest,Single,20712,Yes,Sports,Basic,16,1435,43,No,0,1005
8161,32,Male,West,Single,43570,No,Sports,Standard,0,1130,27,No,0,860
8162,42,Male,West,Married,39882,Yes,Truck,Standard,13,1920,41,No,0,1510
8163,61,Female,Midwest,Married,66681,Yes,SUV,Standard,16,2095,49,No,0,1605
8164,72,Male,South,Married,98482,No,Sedan,Basic,23,990,33,No,0,660
8165,52,Male,West,Married,62070,Yes,Sports,Premium,16,2610,65,Yes,15837,1960
8166,72,Male,Midwest,Married,89233,No,Sports,Basic,8,1090,43,No,0,660
8167,31,Female,Midwest,Divorced,43139,No,Sedan,Basic,9,625,17,No,0,455
8168,66,Female,Midwest,Single,105285,Yes,Truck,Basic,17,1740,51,No,0,1230
8169,36,Male,West,Single,53160,No,Sedan,Premium,8,1470,19,No,0,1280
8170,55,Male,West,Married,88662,No,Truck,Basic,24,845,27,No,0,575
8171,53,Male,Northeast,Married,91031,No,SUV,Basic,28,825,26,No,0,565
8172,24,Male,Northeast,Single,30546,No,Truck,Basic,12,560,14,No,0,420
8173,47,Female,Midwest,Married,57630,No,SUV,Standard,10,1165,23,No,0,935
8174,36,Female,Midwest,Single,48317,No,SUV,Premium,1,1470,19,No,0,1280
8175,66,Female,Midwest,Married,105105,No,SUV,Premium,3,1740,31,No,0,1430
8176,42,Female,Midwest,Single,77054,No,Sedan,Premium,10,1520,21,No,0,1310
8177,33,Female,West,Divorced,31129,Yes,Sports,Premium,26,2445,58,Yes,3511,1865
8178,64,Female,Northeast,Single,102815,Yes,Sedan,Standard,8,2120,50,No,0,1620
8179,71,Female,South,Married,138832,No,Sedan,Premium,24,1785,33,No,0,1455
8180,57,Male,Midwest,Single,85555,No,Sports,Premium,23,1755,37,No,0,1385
8181,68,Male,Northeast,Divorced,148257,No,Sports,Basic,11,1060,42,No,0,640
8182,25,Male,Midwest,Married,34521,No,Sports,Basic,20,675,25,No,0,425
8183,35,Male,West,Single,53524,No,Sports,Standard,16,1165,29,No,0,875
8184,45,Male,South,Single,60964,Yes,SUV,Premium,1,2455,53,Yes,1379,1925
8185,33,Male,Northeast,Married,57049,No,Sports,Basic,27,845,38,Yes,5227,465
8186,69,Female,Northeast,Single,85443,No,Sedan,Premium,13,1865,42,Yes,7700,1445
8187,36,Male,South,Divorced,41723,Yes,SUV,Basic,19,1470,39,No,0,1080
8188,59,Female,West,Single,70269,No,Sedan,Standard,8,1275,28,No,0,995
8189,34,Male,South,Single,41165,No,SUV,Standard,3,1050,18,No,0,870
8190,62,Female,Northeast,Single,88992,No,SUV,Standard,4,1300,29,No,0,1010
8191,30,Female,South,Single,51101,Yes,Truck,Premium,16,2320,47,Yes,21372,1850
8192,24,Male,West,Married,45664,Yes,SUV,Standard,12,1760,34,No,0,1420
8193,44,Male,West,Married,78291,No,Truck,Basic,20,740,22,No,0,520
8194,27,Male,Midwest,Married,34427,No,Truck,Standard,13,985,15,No,0,835
8195,51,Male,South,Married,51104,No,SUV,Standard,17,1205,25,No,0,955
8196,53,Male,South,Single,68490,No,Sports,Premium,8,1725,36,No,0,1365
8197,42,Female,Northeast,Married,60980,No,Sports,Standard,25,1220,31,No,0,910
8198,23,Male,West,Single,44983,No,Sedan,Standard,9,955,14,No,0,815
8199,41,Female,South,Single,62146,Yes,Sedan,Premium,11,2315,41,No,0,1905
8200,35,Female,Northeast,Single,41695,Yes,Truck,Premium,26,2265,39,No,0,1875
8201,40,Female,Midwest,Divorced,86772,No,SUV,Premium,8,1510,21,No,0,1300
8202,23,Male,South,Married,38082,No,SUV,Premium,20,1355,14,No,0,1215
8203,46,Male,South,Married,56082,No,SUV,Standard,23,1160,23,No,0,930
8204,42,Male,Northeast,Married,63757,No,Truck,Premium,29,1520,21,No,0,1310
8205,72,Male,Northeast,Married,77663,Yes,SUV,Basic,11,1790,53,No,0,1260
8206,34,Male,West,Married,64947,Yes,Sedan,Standard,9,1850,38,No,0,1470
8207,63,Male,West,Single,113282,Yes,Sports,Basic,5,1815,60,No,0,1215
8208,41,Female,West,Single,86831,Yes,Truck,Basic,25,1515,41,No,0,1105
8209,28,Male,South,Married,44104,No,Sports,Standard,23,1200,36,Yes,6139,840
8210,43,Female,Northeast,Married,54743,No,Truck,Basic,8,735,22,No,0,515
8211,68,Female,West,Single,75692,No,Sports,Basic,19,1060,42,No,0,640
8212,51,Male,South,Single,96603,No,Truck,Basic,13,805,25,No,0,555
8213,45,Male,West,Single,67144,Yes,Sports,Standard,13,2055,53,No,0,1525
8214,20,Male,Midwest,Married,20000,No,Sedan,Standard,12,930,13,No,0,800
8215,28,Male,South,Married,36051,No,Sedan,Premium,25,1400,16,No,0,1240
8216,55,Male,West,Married,91889,Yes,Truck,Standard,3,2145,57,Yes,3983,1575
8217,31,Male,West,Married,40417,Yes,Sedan,Standard,6,1825,37,No,0,1455
8218,68,Female,Midwest,Single,73756,No,Sports,Standard,4,1460,42,No,0,1040
8219,43,Female,Midwest,Married,71132,No,Sedan,Premium,3,1535,22,No,0,1315
8220,65,Female,West,Married,130493,No,Sedan,Basic,17,935,31,No,0,625
8221,38,Female,West,Single,60819,No,Sports,Basic,1,790,30,No,0,490
8222,71,Female,Northeast,Married,105874,No,Sports,Standard,28,1485,43,No,0,1055
8223,73,Female,West,Divorced,163586,No,SUV,Premium,19,1805,34,No,0,1465
8224,56,Male,West,Married,70147,No,SUV,Standard,9,1250,27,No,0,980
8225,47,Male,Northeast,Divorced,67475,No,Truck,Standard,23,1165,23,No,0,935
8226,25,Male,Northeast,Single,34557,No,Truck,Standard,7,975,15,No,0,825
8227,68,Female,West,Married,82148,No,SUV,Premium,22,1760,32,No,0,1440
8228,37,Female,Northeast,Single,47408,Yes,Sports,Standard,19,1975,49,No,0,1485
8229,65,Female,South,Single,94547,No,Truck,Standard,22,1335,31,No,0,1025
8230,49,Male,Midwest,Divorced,45778,No,Sports,Basic,8,885,34,No,0,545
8231,39,Male,South,Single,63013,Yes,SUV,Premium,23,2295,40,No,0,1895
8232,24,Male,Midwest,Single,42834,Yes,SUV,Premium,20,2160,34,No,0,1820
8233,26,Female,Midwest,Married,38542,No,Truck,Basic,2,580,15,No,0,430
8234,62,Female,West,Divorced,119712,No,SUV,Basic,28,900,29,No,0,610
8235,18,Female,Midwest,Single,23053,No,Truck,Premium,17,1310,12,No,0,1190
8236,46,Male,South,Single,70590,No,Sedan,Premium,19,1560,23,No,0,1330
8237,25,Female,West,Married,39079,No,Sports,Standard,29,1075,25,No,0,825
8238,73,Male,Northeast,Married,104506,No,Sports,Basic,12,1105,44,No,0,665
8239,71,Male,South,Single,100917,No,Sports,Basic,10,1085,43,No,0,655
8240,21,Male,West,Single,33693,No,Sedan,Premium,24,1435,23,Yes,6207,1205
8241,52,Male,Midwest,Single,63444,No,SUV,Standard,25,1310,35,Yes,11381,960
8242,20,Male,South,Single,32208,No,SUV,Standard,19,930,13,No,0,800
8243,71,Male,Midwest,Single,90012,No,Sedan,Basic,24,985,33,No,0,655
8244,62,Male,West,Divorced,101425,No,Sedan,Basic,9,900,29,No,0,610
8245,57,Female,West,Married,63926,No,SUV,Basic,20,855,27,No,0,585
8246,24,Male,Northeast,Divorced,32429,No,Sedan,Premium,12,1360,14,No,0,1220
8247,44,Female,Northeast,Single,78648,No,SUV,Standard,2,1140,22,No,0,920
8248,18,Male,South,Single,21494,No,Sedan,Premium,21,1310,12,No,0,1190
8249,44,Male,Northeast,Single,53948,Yes,Sedan,Premium,24,2340,42,No,0,1920
8250,33,Male,Midwest,Single,50895,No,SUV,Standard,23,1045,18,No,0,865
8251,55,Female,Midwest,Divorced,88324,No,SUV,Standard,28,1245,27,No,0,975
8252,24,Male,Northeast,Divorced,44211,Yes,SUV,Basic,2,1360,34,No,0,1020
8253,61,Male,Northeast,Married,78303,No,SUV,Standard,19,1295,29,No,0,1005
8254,40,Female,Northeast,Single,41344,No,Truck,Standard,19,1110,21,No,0,900
8255,58,Female,South,Married,80962,No,Truck,Standard,16,1270,28,No,0,990
8256,28,Female,South,Married,48384,No,SUV,Premium,27,1400,16,No,0,1240
8257,59,Female,Midwest,Married,72627,No,Sports,Standard,20,1375,38,No,0,995
8258,70,Male,South,Married,90650,No,Sports,Premium,11,1880,43,No,0,1450
8259,50,Male,South,Single,64720,No,Truck,Basic,12,800,25,No,0,550
8260,67,Female,West,Single,116708,No,Sedan,Standard,15,1445,41,Yes,11830,1035
8261,53,Male,Midwest,Married,75144,No,SUV,Basic,18,825,26,No,0,565
8262,54,Female,Midwest,Married,80766,No,Truck,Premium,6,1630,26,No,0,1370
8263,58,Female,Northeast,Married,64028,No,Sports,Standard,6,1370,38,No,0,990
8264,34,Female,West,Divorced,61655,No,SUV,Standard,20,1050,18,No,0,870
8265,52,Male,Northeast,Married,73923,No,Sedan,Standard,20,1210,25,No,0,960
8266,65,Female,South,Single,71809,Yes,Sedan,Basic,16,1735,51,No,0,1225
8267,22,Male,Midwest,Single,38930,No,Sports,Standard,14,1040,23,No,0,810
8268,65,Male,South,Single,119087,No,Sports,Premium,3,1835,41,No,0,1425
8269,49,Male,South,Single,89798,Yes,SUV,Basic,12,1585,44,No,0,1145
8270,20,Female,West,Single,34483,No,Truck,Premium,16,1330,13,No,0,1200
8271,69,Male,West,Single,74136,No,SUV,Standard,0,1465,42,Yes,1761,1045
8272,64,Female,Midwest,Single,103313,No,SUV,Basic,7,1020,40,Yes,2780,620
8273,52,Male,Midwest,Single,85669,No,Sedan,Standard,24,1210,25,No,0,960
8274,69,Male,West,Single,105716,No,SUV,Basic,17,965,32,No,0,645
8275,31,Male,West,Divorced,57372,No,Truck,Standard,15,1025,17,No,0,855
8276,65,Female,West,Divorced,82636,No,SUV,Standard,15,1335,31,No,0,1025
8277,48,Female,West,Married,96483,No,Sports,Basic,8,880,34,No,0,540
8278,48,Female,Midwest,Married,64488,No,SUV,Basic,16,780,24,No,0,540
8279,34,Female,Midwest,Married,49191,Yes,Sports,Standard,28,1950,48,No,0,1470
8280,41,Male,South,Married,54465,No,Sedan,Premium,8,1615,31,Yes,12661,1305
8281,69,Male,South,Married,118655,Yes,Sedan,Standard,16,2165,52,No,0,1645
8282,40,Female,South,Married,65729,No,Sedan,Standard,25,1110,21,No,0,900
8283,35,Female,Midwest,Divorced,66545,No,Sedan,Premium,9,1465,19,No,0,1275
8284,67,Female,Northeast,Married,56736,No,Truck,Standard,14,1445,41,Yes,7391,1035
8285,71,Female,South,Single,105448,Yes,Sedan,Basic,7,1785,53,No,0,1255
8286,31,Male,Northeast,Married,51249,No,SUV,Standard,16,1025,17,No,0,855
8287,67,Female,Northeast,Divorced,111874,No,Sedan,Premium,7,1745,31,No,0,1435
8288,32,Female,Northeast,Married,44018,No,Sports,Standard,16,1130,27,No,0,860
8289,32,Male,West,Married,49699,No,Sports,Premium,12,1530,27,No,0,1260
8290,23,Female,Midwest,Married,37741,No,Truck,Standard,7,955,14,No,0,815
8291,44,Male,Midwest,Divorced,54409,No,Truck,Standard,28,1140,22,No,0,920
8292,32,Female,South,Married,39225,Yes,Sedan,Basic,1,1430,37,No,0,1060
8293,67,Male,South,Married,115604,Yes,Sedan,Standard,20,2145,51,No,0,1635
8294,53,Female,Midwest,Married,79649,No,Sports,Standard,14,1325,36,No,0,965
8295,72,Female,West,Single,105897,No,Sedan,Standard,22,1390,33,No,0,1060
8296,25,Female,Midwest,Single,42199,No,Sedan,Premium,23,1475,25,Yes,4491,1225
8297,32,Female,Northeast,Married,38490,No,SUV,Basic,27,630,17,No,0,460
8298,20,Female,Midwest,Married,20590,No,SUV,Standard,5,930,13,No,0,800
8299,64,Male,West,Single,83769,No,Truck,Basic,7,920,30,No,0,620
8300,30,Female,Midwest,Single,40342,No,Sedan,Basic,2,620,17,No,0,450
8301,58,Male,Midwest,Married,67411,No,Sedan,Standard,15,1270,28,No,0,990
8302,51,Male,Midwest,Married,89688,No,Sports,Premium,22,1705,35,No,0,1355
8303,41,Male,Northeast,Single,55076,No,SUV,Premium,22,1515,21,No,0,1305
8304,57,Male,South,Single,97166,Yes,Sedan,Standard,1,2055,47,No,0,1585
8305,49,Female,West,Married,99693,No,SUV,Premium,9,1585,24,No,0,1345
8306,49,Female,Northeast,Married,79749,No,Truck,Standard,28,1185,24,No,0,945
8307,47,Female,Midwest,Divorced,59227,No,Sports,Standard,2,1265,33,No,0,935
8308,69,Female,Midwest,Single,110034,No,Truck,Standard,23,1365,32,No,0,1045
8309,66,Male,South,Married,133574,No,Sedan,Standard,10,1340,31,No,0,1030
8310,30,Male,South,Married,57218,No,Sedan,Premium,14,1420,17,No,0,1250
8311,18,Male,South,Married,39116,Yes,Sedan,Standard,24,1710,32,No,0,1390
8312,51,Female,Northeast,Divorced,70275,No,SUV,Basic,1,805,25,No,0,555
8313,32,Female,West,Single,43681,No,SUV,Premium,8,1430,17,No,0,1260
8314,61,Female,South,Single,103278,No,Truck,Standard,28,1295,29,No,0,1005
8315,31,Female,Midwest,Divorced,36203,No,SUV,Premium,18,1425,17,No,0,1255
8316,74,Male,West,Single,113577,No,Sedan,Basic,16,1010,34,No,0,670
8317,46,Female,Midwest,Married,58430,No,Truck,Premium,26,1560,23,No,0,1330
8318,51,Female,Midwest,Married,60571,No,Sports,Standard,29,1305,35,No,0,955
8319,35,Male,West,Single,44564,No,Sedan,Standard,0,1065,19,No,0,875
8320,71,Male,Northeast,Single,116162,No,SUV,Premium,22,1785,33,No,0,1455
8321,24,Female,West,Single,31848,No,SUV,Standard,7,960,14,No,0,820
8322,46,Female,South,Married,72843,No,Sedan,Premium,0,1560,23,No,0,1330
8323,72,Male,West,Single,131062,No,Sedan,Premium,10,1790,33,No,0,1460
8324,48,Female,South,Married,81763,No,Truck,Basic,15,780,24,No,0,540
8325,42,Male,South,Single,78164,No,Sports,Basic,28,820,31,No,0,510
8326,55,Male,West,Married,92129,No,SUV,Standard,22,1245,27,No,0,975
8327,31,Female,West,Divorced,44460,No,SUV,Premium,6,1425,17,No,0,1255
8328,25,Male,South,Married,50974,Yes,Truck,Basic,14,1375,35,No,0,1025
8329,44,Female,Midwest,Divorced,56926,No,Truck,Basic,6,740,22,No,0,520
8330,71,Female,West,Single,97583,No,Sports,Standard,5,1585,53,Yes,7430,1055
8331,19,Female,Northeast,Single,20000,Yes,Sports,Standard,3,1815,42,No,0,1395
8332,34,Female,South,Single,49964,No,Sports,Basic,3,750,28,No,0,470
8333,54,Male,Midwest,Married,46453,No,SUV,Premium,9,1630,26,No,0,1370
8334,31,Female,West,Single,40320,No,Truck,Basic,21,625,17,No,0,455
8335,42,Female,West,Divorced,64740,No,SUV,Basic,27,720,21,No,0,510
8336,73,Male,Midwest,Married,134676,No,SUV,Standard,23,1505,44,Yes,1210,1065
8337,47,Female,Northeast,Married,61162,No,Truck,Standard,23,1165,23,No,0,935
